rank,demo_id,hidden_label,score
1,demo_131,positive,
2,demo_59,positive,
3,demo_3,positive,
4,demo_57,positive,
5,demo_145,positive,
6,demo_193,positive,
7,demo_19,positive,
8,demo_107,positive,
9,demo_111,positive,
10,demo_135,positive,
11,demo_137,positive,
12,demo_13,positive,
13,demo_129,positive,
14,demo_127,positive,
15,demo_167,positive,
16,demo_165,positive,
17,demo_61,positive,
18,demo_115,positive,
19,demo_9,positive,
20,demo_43,positive,
21,demo_197,positive,
22,demo_33,positive,
23,demo_51,positive,
24,demo_83,positive,
25,demo_70,bad,
26,demo_27,positive,
27,demo_95,positive,
28,demo_85,positive,
29,demo_181,positive,
30,demo_138,bad,
31,demo_142,bad,
32,demo_113,positive,
33,demo_159,positive,
34,demo_184,bad,
35,demo_93,positive,
36,demo_2,bad,
37,demo_110,bad,
38,demo_190,bad,
39,demo_198,bad,
40,demo_62,bad,
