demo_id,role,hidden_label,classifier_score,transition_count,selected_transition_count,selected_fraction,margin_mean,margin_p25,margin_p50,margin_p75
demo_2,extra_masked,bad,0.858060,94,0,0.000000,0.253705,-0.139233,0.567508,0.757313
demo_6,extra_masked,bad,0.311199,114,0,0.000000,-0.316299,-0.746345,0.301402,0.645324
demo_7,anchor,labeled_or_anchor,0.637614,124,124,1.000000,,,,
demo_8,extra_masked,bad,0.302212,100,0,0.000000,-0.847648,-2.379160,-0.058188,0.131059
demo_10,extra_masked,bad,0.289716,130,2,0.015385,0.312836,-0.350139,0.456905,1.039231
demo_11,anchor,labeled_or_anchor,0.712241,141,141,1.000000,,,,
demo_12,extra_masked,bad,0.361815,104,0,0.000000,-1.420981,-2.726223,-0.579848,-0.027500
demo_14,extra_masked,bad,0.368625,100,0,0.000000,-0.275499,-0.387384,-0.010208,0.361470
demo_15,anchor,labeled_or_anchor,0.735985,121,121,1.000000,,,,
demo_16,extra_masked,bad,0.173844,101,0,0.000000,-1.153318,-1.908035,-0.452841,-0.085390
demo_18,extra_masked,bad,0.805847,84,0,0.000000,0.315317,-0.360374,0.868348,1.162105
demo_19,anchor,labeled_or_anchor,0.996976,103,103,1.000000,,,,
demo_20,extra_masked,bad,0.201191,100,0,0.000000,-1.323963,-2.173316,-0.375249,0.188251
demo_22,extra_masked,bad,0.581913,97,0,0.000000,-0.257389,-0.935555,0.172754,0.712886
demo_23,extra_masked,positive,0.874773,103,38,0.368932,1.819309,0.238351,0.816903,3.656920
demo_24,extra_masked,bad,0.312544,107,3,0.028037,-0.502696,-1.712660,0.516357,0.945859
demo_25,anchor,labeled_or_anchor,1.000000,129,129,1.000000,,,,
demo_26,extra_masked,bad,0.161827,103,0,0.000000,-1.530489,-3.511106,-0.086672,0.109995
demo_27,anchor,labeled_or_anchor,0.584429,130,130,1.000000,,,,
demo_30,extra_masked,bad,0.743789,100,0,0.000000,0.269243,0.006053,0.389209,0.570195
demo_31,anchor,labeled_or_anchor,1.000000,145,145,1.000000,,,,
demo_32,extra_masked,bad,0.297606,98,0,0.000000,-0.747263,-1.857635,0.076961,0.194186
demo_33,anchor,labeled_or_anchor,0.709739,107,107,1.000000,,,,
demo_34,extra_masked,bad,0.040940,122,0,0.000000,-1.733907,-1.801787,-1.414481,-1.093221
demo_37,anchor,labeled_or_anchor,0.491986,98,98,1.000000,,,,
demo_40,extra_masked,bad,0.110608,102,0,0.000000,-0.843209,-1.183487,-0.633670,0.045682
demo_41,anchor,labeled_or_anchor,0.509359,117,117,1.000000,,,,
demo_42,extra_masked,bad,0.529587,103,0,0.000000,-0.551242,-0.566958,-0.168849,0.051262
demo_46,extra_masked,bad,0.318733,122,0,0.000000,-0.725251,-0.834408,-0.198272,0.097265
demo_48,extra_masked,bad,0.413865,117,0,0.000000,-0.853278,-1.744761,0.110597,0.211585
demo_51,anchor,labeled_or_anchor,0.750946,130,130,1.000000,,,,
demo_54,extra_masked,bad,0.170432,95,0,0.000000,-1.145000,-2.054835,-0.345843,-0.277996
demo_57,anchor,labeled_or_anchor,0.646960,115,115,1.000000,,,,
demo_58,anchor,labeled_or_anchor,0.564429,88,88,1.000000,,,,
demo_59,anchor,labeled_or_anchor,1.000000,91,91,1.000000,,,,
demo_60,extra_masked,bad,0.179938,129,0,0.000000,-1.100202,-1.324367,-0.723912,-0.373783
demo_61,anchor,labeled_or_anchor,0.622382,130,130,1.000000,,,,
demo_62,extra_masked,bad,0.906217,80,0,0.000000,0.592904,0.309311,0.769451,1.374723
demo_63,anchor,labeled_or_anchor,0.986691,98,98,1.000000,,,,
demo_65,anchor,labeled_or_anchor,0.655065,138,138,1.000000,,,,
demo_66,extra_masked,bad,0.337779,109,0,0.000000,-0.949097,-1.949620,-0.057528,0.248076
demo_67,extra_masked,positive,0.630228,144,43,0.298611,1.504194,0.073730,0.523941,2.798085
demo_68,extra_masked,bad,0.148494,99,0,0.000000,-1.088271,-2.025838,-0.466963,-0.020804
demo_69,anchor,labeled_or_anchor,0.701476,118,118,1.000000,,,,
demo_70,anchor,labeled_or_anchor,0.979367,71,71,1.000000,,,,
demo_71,anchor,labeled_or_anchor,0.992176,91,91,1.000000,,,,
demo_74,extra_masked,bad,0.217366,101,0,0.000000,-1.247225,-1.736361,-0.402922,-0.067091
demo_75,anchor,labeled_or_anchor,0.625757,145,145,1.000000,,,,
demo_78,extra_masked,bad,0.099871,80,0,0.000000,-1.144506,-2.153856,-0.539911,-0.289615
demo_82,extra_masked,bad,0.870397,82,0,0.000000,0.213636,0.087259,0.266031,0.672984
demo_84,extra_masked,bad,0.735966,83,0,0.000000,0.397632,0.342612,0.507044,0.722560
demo_86,extra_masked,bad,0.520647,73,0,0.000000,0.024358,-0.599086,0.441862,0.654687
demo_87,anchor,labeled_or_anchor,0.917134,91,91,1.000000,,,,
demo_90,extra_masked,bad,0.880167,74,0,0.000000,0.831071,0.415871,1.179050,1.546538
demo_91,anchor,labeled_or_anchor,0.998698,89,89,1.000000,,,,
demo_92,extra_masked,bad,0.618747,66,0,0.000000,-0.780339,-1.890587,-0.230850,0.044432
demo_93,anchor,labeled_or_anchor,0.864359,90,90,1.000000,,,,
demo_95,anchor,labeled_or_anchor,0.553374,105,105,1.000000,,,,
demo_96,extra_masked,bad,0.263198,82,0,0.000000,-0.739875,-1.334381,-0.001625,0.284133
demo_97,anchor,labeled_or_anchor,0.837125,89,89,1.000000,,,,
demo_100,extra_masked,bad,0.083721,89,0,0.000000,-0.925064,-1.407186,-0.316532,-0.022392
demo_102,extra_masked,bad,0.901029,94,6,0.063830,0.766335,0.439519,0.757502,1.067023
demo_103,anchor,labeled_or_anchor,1.000000,121,121,1.000000,,,,
demo_106,extra_masked,bad,0.125195,68,0,0.000000,-1.350965,-2.208698,-0.952978,-0.559480
demo_107,anchor,labeled_or_anchor,0.570701,86,86,1.000000,,,,
demo_108,extra_masked,bad,0.169967,94,0,0.000000,-1.462893,-2.663527,-0.702587,-0.585405
demo_109,extra_masked,positive,0.680125,147,56,0.380952,1.654657,-0.161352,0.082193,3.819488
demo_110,extra_masked,bad,0.897907,80,0,0.000000,0.625920,0.527950,0.816876,1.014478
demo_112,extra_masked,bad,0.160919,93,0,0.000000,-1.143402,-2.262807,-0.453882,-0.199623
demo_114,extra_masked,bad,0.124440,110,0,0.000000,-0.954256,-1.236622,-0.585634,-0.312836
demo_115,anchor,labeled_or_anchor,0.592521,127,127,1.000000,,,,
