rank,demo_id,hidden_label,score
1,demo_1,bad,0.061510466039180756
2,demo_2,bad,0.07767414301633835
3,demo_3,bad,0.03047303482890129
4,demo_4,bad,0.001356404973194003
5,demo_5,bad,0.0039637391455471516
6,demo_6,bad,0.14885307848453522
7,demo_7,bad,0.004764793906360865
8,demo_8,bad,0.03950461745262146
9,demo_9,bad,0.005621659103780985
10,demo_10,bad,0.006720619276165962
11,demo_11,bad,0.003526833141222596
12,demo_12,bad,0.31746670603752136
13,demo_13,bad,0.009789709001779556
14,demo_14,bad,0.005337348207831383
15,demo_15,bad,0.014595400542020798
16,demo_16,bad,0.3410351276397705
17,demo_17,bad,0.013182980008423328
18,demo_18,bad,0.030167413875460625
19,demo_19,bad,0.017844991758465767
20,demo_20,bad,0.020069217309355736
21,demo_21,bad,0.1376388520002365
22,demo_22,bad,0.004276390187442303
23,demo_23,bad,0.08144142478704453
24,demo_24,bad,0.006872628349810839
25,demo_25,bad,0.30812346935272217
26,demo_26,bad,0.10620804876089096
27,demo_27,bad,0.002128227613866329
28,demo_28,bad,0.014962295070290565
29,demo_29,bad,0.07784806191921234
30,demo_30,bad,0.00551303057000041
31,demo_31,bad,0.002003707690164447
32,demo_32,bad,0.37802281975746155
33,demo_33,bad,0.010858068242669106
34,demo_34,bad,0.2513168156147003
35,demo_35,bad,0.005822884850203991
36,demo_36,bad,0.025965716689825058
37,demo_37,bad,0.06076403334736824
38,demo_38,bad,0.002226337557658553
39,demo_39,bad,0.006961631588637829
40,demo_40,bad,0.0021144715137779713
41,demo_41,bad,0.024131007492542267
42,demo_42,bad,0.09993484616279602
43,demo_43,bad,0.013984724879264832
44,demo_44,bad,0.018996668979525566
45,demo_45,bad,0.18255923688411713
46,demo_46,bad,0.0017229405930265784
47,demo_47,bad,0.0024866920430213213
48,demo_48,bad,0.03209714964032173
49,demo_49,bad,0.004968680441379547
50,demo_50,bad,0.0027009558398276567
51,demo_51,bad,0.0026420997455716133
52,demo_52,bad,0.02072472870349884
53,demo_53,bad,0.004035555757582188
54,demo_54,bad,0.001005927100777626
55,demo_55,bad,0.04248477518558502
56,demo_57,bad,0.031743235886096954
57,demo_58,bad,0.0035621393471956253
58,demo_60,bad,0.031236819922924042
59,demo_62,bad,0.1439795345067978
60,demo_63,bad,0.006526218261569738
61,demo_64,bad,0.003718604566529393
62,demo_65,bad,0.08072319626808167
63,demo_66,bad,0.0006001246511004865
64,demo_67,bad,0.18305343389511108
65,demo_68,bad,0.0024592059198766947
66,demo_69,bad,0.015749409794807434
67,demo_70,bad,0.0010329768992960453
68,demo_71,bad,0.02406572736799717
69,demo_73,bad,0.07240208983421326
70,demo_74,bad,0.3715759217739105
71,demo_75,bad,0.044090479612350464
72,demo_76,bad,0.15084266662597656
73,demo_77,bad,0.1775210052728653
74,demo_78,bad,0.025801191106438637
75,demo_79,bad,0.06774549186229706
76,demo_80,bad,0.04048702493309975
77,demo_81,bad,0.12726649641990662
78,demo_82,bad,0.006860909517854452
79,demo_83,bad,0.004744053818285465
80,demo_84,bad,0.03884470462799072
81,demo_86,bad,0.011145924217998981
82,demo_87,bad,0.010377859696745872
83,demo_89,bad,0.10468553006649017
84,demo_90,bad,0.005294423084706068
85,demo_91,bad,0.007579280529171228
86,demo_92,bad,0.0014796998584643006
87,demo_93,bad,0.005575090181082487
88,demo_94,bad,0.037583205848932266
89,demo_97,bad,0.08331764489412308
90,demo_98,bad,0.01436326839029789
91,demo_99,bad,0.06045873090624809
92,demo_100,bad,0.31832948327064514
93,demo_101,bad,0.09187562763690948
94,demo_102,bad,0.02837285026907921
95,demo_103,bad,0.6387175917625427
96,demo_104,bad,0.018395034596323967
97,demo_105,bad,0.0840487852692604
98,demo_106,bad,0.013665717095136642
99,demo_107,bad,0.28483012318611145
100,demo_108,bad,0.009178010746836662
101,demo_109,bad,0.05543450638651848
102,demo_110,bad,0.006560293026268482
103,demo_111,bad,0.4156975746154785
104,demo_112,bad,0.0016311958897858858
105,demo_113,bad,0.010816755704581738
106,demo_114,bad,0.0019107331754639745
107,demo_115,bad,0.21209608018398285
108,demo_116,bad,0.1674727350473404
109,demo_117,bad,0.029168231412768364
110,demo_118,bad,0.008498325012624264
111,demo_119,bad,0.0813673883676529
112,demo_120,bad,0.00746916513890028
113,demo_121,bad,0.3289618492126465
114,demo_122,bad,0.014864183962345123
115,demo_123,bad,0.00790746696293354
116,demo_124,bad,0.013974466361105442
117,demo_125,bad,0.052672047168016434
118,demo_126,bad,0.004942806903272867
119,demo_127,bad,0.18126735091209412
120,demo_128,bad,0.0023577476385980844
121,demo_129,bad,0.04503495618700981
122,demo_130,bad,0.00066150858765468
123,demo_131,bad,0.04969776049256325
124,demo_132,bad,0.004843984264880419
125,demo_133,bad,0.002590770833194256
126,demo_134,bad,0.0019017317099496722
127,demo_135,bad,0.015736402943730354
128,demo_136,bad,0.005471511743962765
129,demo_137,bad,0.16140078008174896
130,demo_138,bad,0.22604919970035553
131,demo_139,bad,0.16101697087287903
132,demo_141,bad,0.0308060422539711
133,demo_142,bad,0.24148112535476685
134,demo_143,bad,0.05136744678020477
135,demo_144,bad,0.0008581038564443588
136,demo_145,bad,0.08253207802772522
137,demo_146,bad,0.10262694954872131
138,demo_147,bad,0.016445839777588844
139,demo_148,bad,0.01332187931984663
140,demo_149,bad,0.027579618617892265
141,demo_150,bad,0.04965493455529213
142,demo_151,bad,0.05424220860004425
143,demo_152,bad,0.014953413046896458
144,demo_153,bad,0.0015440485440194607
145,demo_154,bad,0.03641786798834801
146,demo_155,bad,0.3629550039768219
147,demo_156,bad,0.0014742630301043391
148,demo_157,bad,0.010913966223597527
149,demo_158,bad,0.018913637846708298
150,demo_159,bad,0.12457757443189621
151,demo_160,bad,0.08735167235136032
152,demo_161,bad,0.006952989846467972
153,demo_162,bad,0.0016814627451822162
154,demo_163,bad,0.004559594672173262
155,demo_164,bad,0.167954683303833
156,demo_165,bad,0.016684219241142273
157,demo_166,bad,0.05069620907306671
158,demo_167,bad,0.015604104846715927
159,demo_168,bad,0.018371524289250374
160,demo_169,bad,0.3186500072479248
161,demo_170,bad,0.005909241735935211
162,demo_171,bad,0.0038957262877374887
163,demo_172,bad,0.006017676088958979
164,demo_173,bad,0.06697966158390045
165,demo_174,bad,0.0044815693981945515
166,demo_175,bad,0.004802122712135315
167,demo_176,bad,0.0025542862713336945
168,demo_177,bad,0.19503439962863922
169,demo_178,bad,0.007225512061268091
170,demo_179,bad,0.031367044895887375
171,demo_180,bad,0.010801738128066063
172,demo_181,bad,0.00764310359954834
173,demo_182,bad,0.17795775830745697
174,demo_183,bad,0.0038616335950791836
175,demo_184,bad,0.25075262784957886
176,demo_185,bad,0.12962819635868073
