rank,demo_id,hidden_label,score
1,demo_1333,positive,0.9984444379806519
2,demo_1367,positive,0.9976596832275391
3,demo_1332,positive,0.9976080060005188
4,demo_1431,positive,0.9974952936172485
5,demo_1483,positive,0.9974600076675415
6,demo_1231,positive,0.9974536299705505
7,demo_1488,positive,0.9973728656768799
8,demo_1226,positive,0.9973569512367249
9,demo_1310,positive,0.9973488450050354
10,demo_1449,positive,0.9972902536392212
11,demo_1202,positive,0.997138261795044
12,demo_1422,positive,0.9966697096824646
13,demo_1460,positive,0.9965879321098328
14,demo_1328,positive,0.996220588684082
15,demo_1306,positive,0.9960538744926453
16,demo_1454,positive,0.9957712888717651
17,demo_1319,positive,0.9956912398338318
18,demo_1375,positive,0.9954770803451538
19,demo_1383,positive,0.9954361915588379
20,demo_1300,positive,0.9952284693717957
21,demo_1478,positive,0.9952251315116882
22,demo_1282,positive,0.9949823021888733
23,demo_1312,positive,0.9947648048400879
24,demo_1469,positive,0.994485080242157
25,demo_1464,positive,0.9944770336151123
26,demo_1414,positive,0.993952214717865
27,demo_1485,positive,0.993511438369751
28,demo_1365,positive,0.9933657050132751
29,demo_1297,positive,0.9931691288948059
30,demo_1246,positive,0.9931512475013733
31,demo_1315,positive,0.9924415946006775
32,demo_1339,positive,0.9923786520957947
33,demo_1258,positive,0.9918991923332214
34,demo_1245,positive,0.9918001294136047
35,demo_1462,positive,0.9914766550064087
36,demo_1397,positive,0.9913179278373718
37,demo_1349,positive,0.9911720752716064
38,demo_1400,positive,0.9911698698997498
39,demo_1220,positive,0.9906401634216309
40,demo_1237,positive,0.9905431866645813
41,demo_1255,positive,0.9904687404632568
42,demo_1487,positive,0.9902913570404053
43,demo_1429,positive,0.9902117848396301
44,demo_1301,positive,0.9901436567306519
45,demo_1269,positive,0.9896494746208191
46,demo_1458,positive,0.9895320534706116
47,demo_1348,positive,0.9891666769981384
48,demo_1210,positive,0.9891570806503296
49,demo_1465,positive,0.9889306426048279
50,demo_1232,positive,0.9888383150100708
51,demo_1472,positive,0.9886110424995422
52,demo_1204,positive,0.9884389042854309
53,demo_1386,positive,0.9879606366157532
54,demo_1425,positive,0.9877132177352905
55,demo_1413,positive,0.9870749115943909
56,demo_1448,positive,0.9867045879364014
57,demo_1402,positive,0.9865525364875793
58,demo_1350,positive,0.9865233302116394
59,demo_1182,positive,0.9862933158874512
60,demo_1259,positive,0.9859875440597534
61,demo_1387,positive,0.9859180450439453
62,demo_1463,positive,0.9856864213943481
63,demo_1479,positive,0.9856457710266113
64,demo_1412,positive,0.9852149486541748
65,demo_1468,positive,0.9845235347747803
66,demo_1279,positive,0.9842326045036316
67,demo_1353,positive,0.9831457734107971
68,demo_1343,positive,0.9828276634216309
69,demo_1198,positive,0.9823319315910339
70,demo_1342,positive,0.9817616939544678
71,demo_1266,positive,0.9814654588699341
72,demo_1326,positive,0.9808170795440674
73,demo_1322,positive,0.9789755344390869
74,demo_1358,positive,0.9788712859153748
75,demo_1405,positive,0.9786765575408936
76,demo_1209,positive,0.9780868291854858
77,demo_1436,positive,0.9780821800231934
78,demo_1445,positive,0.9762375950813293
79,demo_1421,positive,0.9758546948432922
80,demo_1459,positive,0.9736738801002502
81,demo_1344,positive,0.973555326461792
82,demo_1346,positive,0.9732896089553833
83,demo_1095,positive,0.9720473289489746
84,demo_1221,positive,0.9720302224159241
85,demo_1283,positive,0.9699652194976807
86,demo_1432,positive,0.9680260419845581
87,demo_1329,positive,0.9651635885238647
88,demo_1347,positive,0.9628065228462219
89,demo_1303,positive,0.9622269868850708
90,demo_1280,positive,0.9594336748123169
91,demo_1471,positive,0.95928555727005
92,demo_1398,positive,0.9558011889457703
93,demo_1335,positive,0.9525343775749207
94,demo_1390,positive,0.9520094990730286
95,demo_1274,positive,0.9495820999145508
96,demo_1261,positive,0.9495806694030762
97,demo_1235,positive,0.949053168296814
98,demo_1380,positive,0.9484978318214417
99,demo_1205,positive,0.9478409886360168
100,demo_1267,positive,0.9460984468460083
