rank,demo_id,hidden_label,score
1,demo_3,positive,
2,demo_71,positive,
3,demo_79,positive,
4,demo_57,positive,
5,demo_107,positive,
6,demo_145,positive,
7,demo_195,positive,
8,demo_131,positive,
9,demo_91,positive,
10,demo_47,positive,
11,demo_21,positive,
12,demo_193,positive,
13,demo_177,positive,
14,demo_33,positive,
15,demo_1,positive,
16,demo_35,positive,
17,demo_9,positive,
18,demo_129,positive,
19,demo_167,positive,
20,demo_101,positive,
21,demo_123,positive,
22,demo_63,positive,
23,demo_163,positive,
24,demo_49,positive,
25,demo_199,positive,
26,demo_61,positive,
27,demo_179,positive,
28,demo_171,positive,
29,demo_137,positive,
30,demo_127,positive,
31,demo_17,positive,
32,demo_111,positive,
33,demo_135,positive,
34,demo_197,positive,
35,demo_121,positive,
36,demo_77,positive,
37,demo_43,positive,
38,demo_187,positive,
39,demo_183,positive,
40,demo_157,positive,
41,demo_25,positive,
42,demo_165,positive,
43,demo_185,positive,
44,demo_153,positive,
45,demo_117,positive,
46,demo_125,positive,
47,demo_95,positive,
48,demo_151,positive,
49,demo_51,positive,
50,demo_37,positive,
51,demo_133,positive,
52,demo_55,positive,
53,demo_75,positive,
54,demo_159,positive,
55,demo_70,bad,
56,demo_139,positive,
57,demo_23,positive,
58,demo_11,positive,
59,demo_41,positive,
60,demo_143,positive,
61,demo_147,positive,
62,demo_115,positive,
63,demo_93,positive,
64,demo_2,bad,
65,demo_58,bad,
66,demo_141,positive,
67,demo_155,positive,
68,demo_85,positive,
69,demo_181,positive,
70,demo_198,bad,
71,demo_161,positive,
72,demo_132,bad,
73,demo_119,positive,
74,demo_78,bad,
75,demo_109,positive,
76,demo_65,positive,
77,demo_67,positive,
78,demo_106,bad,
79,demo_83,positive,
80,demo_190,bad,
