seed,rank,demo_id,demo_index,score,hidden_label
0,1,demo_93,93,0.9979476928710938,positive
0,2,demo_41,41,0.987655758857727,positive
0,3,demo_92,92,0.974755048751831,bad
0,4,demo_182,182,0.9258116483688354,bad
0,5,demo_187,187,0.9042763113975525,positive
0,6,demo_37,37,0.9033975601196289,positive
0,7,demo_175,175,0.8206112384796143,positive
0,8,demo_141,141,0.809912919998169,positive
0,9,demo_6,6,0.7946882247924805,bad
0,10,demo_124,124,0.7782950401306152,bad
0,11,demo_65,65,0.7602822184562683,positive
0,12,demo_118,118,0.7590543031692505,bad
0,13,demo_101,101,0.732957124710083,positive
0,14,demo_87,87,0.7240410447120667,positive
0,15,demo_33,33,0.7196492552757263,positive
0,16,demo_76,76,0.7069398760795593,bad
0,17,demo_14,14,0.6937642693519592,bad
0,18,demo_145,145,0.6917853951454163,positive
0,19,demo_40,40,0.6741263270378113,bad
0,20,demo_160,160,0.6561468839645386,bad
0,21,demo_126,126,0.647377073764801,bad
0,22,demo_30,30,0.6313110589981079,bad
0,23,demo_153,153,0.6195552945137024,positive
0,24,demo_144,144,0.6152461767196655,bad
0,25,demo_75,75,0.6094396710395813,positive
0,26,demo_64,64,0.5983502268791199,bad
0,27,demo_140,140,0.5975931882858276,bad
0,28,demo_108,108,0.5948307514190674,bad
0,29,demo_190,190,0.5884913802146912,bad
0,30,demo_72,72,0.5858824849128723,bad
0,31,demo_54,54,0.5820271968841553,bad
0,32,demo_34,34,0.5815759897232056,bad
0,33,demo_111,111,0.576985239982605,positive
0,34,demo_150,150,0.5623969435691833,bad
0,35,demo_90,90,0.5611194968223572,bad
0,36,demo_137,137,0.5522932410240173,positive
0,37,demo_10,10,0.5484218597412109,bad
0,38,demo_3,3,0.5467622876167297,positive
0,39,demo_195,195,0.5427700877189636,positive
0,40,demo_159,159,0.5135470628738403,positive
0,41,demo_1,1,0.4791359305381775,positive
0,42,demo_49,49,0.47637316584587097,positive
0,43,demo_128,128,0.47252243757247925,bad
0,44,demo_50,50,0.468692809343338,bad
0,45,demo_174,174,0.46094056963920593,bad
0,46,demo_84,84,0.4588206112384796,bad
0,47,demo_184,184,0.4586365222930908,bad
0,48,demo_94,94,0.456356406211853,bad
0,49,demo_60,60,0.4385792016983032,bad
0,50,demo_156,156,0.4382559657096863,bad
0,51,demo_186,186,0.39055100083351135,bad
0,52,demo_154,154,0.38594600558280945,bad
0,53,demo_122,122,0.38593679666519165,bad
0,54,demo_24,24,0.38098305463790894,bad
0,55,demo_106,106,0.37823477387428284,bad
0,56,demo_8,8,0.36591261625289917,bad
0,57,demo_68,68,0.35859259963035583,bad
0,58,demo_100,100,0.3338257968425751,bad
0,59,demo_172,172,0.32302361726760864,bad
0,60,demo_96,96,0.3163336515426636,bad
0,61,demo_114,114,0.3131667375564575,bad
0,62,demo_46,46,0.31217747926712036,bad
0,63,demo_116,116,0.31099697947502136,bad
0,64,demo_18,18,0.3103145360946655,bad
0,65,demo_70,70,0.3042986989021301,bad
0,66,demo_36,36,0.28719064593315125,bad
0,67,demo_112,112,0.2823975086212158,bad
0,68,demo_148,148,0.25064998865127563,bad
0,69,demo_162,162,0.24278199672698975,bad
0,70,demo_62,62,0.23796410858631134,bad
0,71,demo_132,132,0.2239617556333542,bad
0,72,demo_146,146,0.21734537184238434,bad
0,73,demo_194,194,0.20310711860656738,bad
0,74,demo_16,16,0.20203045010566711,bad
0,75,demo_198,198,0.1955854296684265,bad
0,76,demo_26,26,0.18356987833976746,bad
0,77,demo_136,136,0.1802414506673813,bad
0,78,demo_168,168,0.16408227384090424,bad
0,79,demo_110,110,0.1509249061346054,bad
0,80,demo_158,158,0.14899931848049164,bad
0,81,demo_58,58,0.14335709810256958,bad
0,82,demo_196,196,0.1338350921869278,bad
0,83,demo_142,142,0.13328658044338226,bad
0,84,demo_130,130,0.12812289595603943,bad
0,85,demo_56,56,0.12510354816913605,bad
0,86,demo_74,74,0.12021344155073166,bad
0,87,demo_102,102,0.11631140857934952,bad
0,88,demo_192,192,0.1137659102678299,bad
0,89,demo_66,66,0.10609667748212814,bad
0,90,demo_164,164,0.10392219573259354,bad
0,91,demo_78,78,0.10342154651880264,bad
0,92,demo_22,22,0.10333986580371857,bad
0,93,demo_2,2,0.10097143799066544,bad
0,94,demo_176,176,0.09570802003145218,bad
0,95,demo_180,180,0.07978104799985886,bad
0,96,demo_32,32,0.05645093694329262,bad
0,97,demo_152,152,0.05238156393170357,bad
0,98,demo_134,134,0.03895511478185654,bad
0,99,demo_138,138,0.03722511976957321,bad
0,100,demo_166,166,0.01627604477107525,bad
