rank,demo_id,hidden_label,score
1,demo_69,positive,
2,demo_59,positive,
3,demo_195,positive,
4,demo_123,positive,
5,demo_141,positive,
6,demo_63,positive,
7,demo_9,positive,
8,demo_25,positive,
9,demo_177,positive,
10,demo_17,positive,
11,demo_91,positive,
12,demo_151,positive,
13,demo_61,positive,
14,demo_87,positive,
15,demo_79,positive,
16,demo_139,positive,
17,demo_107,positive,
18,demo_187,positive,
19,demo_159,positive,
20,demo_167,positive,
21,demo_101,positive,
22,demo_35,positive,
23,demo_85,positive,
24,demo_155,positive,
25,demo_127,positive,
26,demo_73,positive,
27,demo_175,positive,
28,demo_183,positive,
29,demo_70,bad,
30,demo_142,bad,
31,demo_65,positive,
32,demo_121,positive,
33,demo_31,positive,
34,demo_95,positive,
35,demo_149,positive,
36,demo_184,bad,
37,demo_110,bad,
38,demo_2,bad,
39,demo_147,positive,
40,demo_161,positive,
