seed,rank,demo_id,demo_index,score,hidden_label
0,1,demo_59,59,0.9201218485832214,positive
0,2,demo_131,131,0.8985999822616577,positive
0,3,demo_19,19,0.8782857656478882,positive
0,4,demo_159,159,0.8656578063964844,positive
0,5,demo_13,13,0.8623853325843811,positive
0,6,demo_57,57,0.8605576753616333,positive
0,7,demo_167,167,0.8528037071228027,positive
0,8,demo_145,145,0.8477122783660889,positive
0,9,demo_107,107,0.8366934061050415,positive
0,10,demo_3,3,0.8233069777488708,positive
0,11,demo_197,197,0.8020069003105164,positive
0,12,demo_51,51,0.7978874444961548,positive
0,13,demo_95,95,0.7977859377861023,positive
0,14,demo_193,193,0.7953174710273743,positive
0,15,demo_111,111,0.794931173324585,positive
0,16,demo_129,129,0.778863251209259,positive
0,17,demo_137,137,0.7781591415405273,positive
0,18,demo_62,62,0.7163573503494263,bad
0,19,demo_90,90,0.7111817598342896,bad
0,20,demo_165,165,0.7071766257286072,positive
0,21,demo_61,61,0.7027206420898438,positive
0,22,demo_184,184,0.701099157333374,bad
0,23,demo_43,43,0.689286470413208,positive
0,24,demo_27,27,0.677781343460083,positive
0,25,demo_135,135,0.674210250377655,positive
0,26,demo_58,58,0.6637142300605774,bad
0,27,demo_86,86,0.650258481502533,bad
0,28,demo_127,127,0.6439832448959351,positive
0,29,demo_115,115,0.6210041642189026,positive
0,30,demo_33,33,0.5893762111663818,positive
0,31,demo_9,9,0.5869389772415161,positive
0,32,demo_70,70,0.5810611248016357,bad
0,33,demo_54,54,0.580858588218689,bad
0,34,demo_18,18,0.577294647693634,bad
0,35,demo_83,83,0.576107919216156,positive
0,36,demo_113,113,0.5578481554985046,positive
0,37,demo_96,96,0.5493036508560181,bad
0,38,demo_166,166,0.5343079566955566,bad
0,39,demo_155,155,0.5222591757774353,positive
0,40,demo_168,168,0.5084319114685059,bad
0,41,demo_190,190,0.5055453181266785,bad
0,42,demo_93,93,0.49944499135017395,positive
0,43,demo_149,149,0.49881091713905334,positive
0,44,demo_146,146,0.49848172068595886,bad
0,45,demo_119,119,0.48534196615219116,positive
0,46,demo_161,161,0.48521164059638977,positive
0,47,demo_76,76,0.48475340008735657,bad
0,48,demo_20,20,0.48125243186950684,bad
0,49,demo_56,56,0.4662207365036011,bad
0,50,demo_138,138,0.46123209595680237,bad
0,51,demo_181,181,0.459348201751709,positive
0,52,demo_85,85,0.44983991980552673,positive
0,53,demo_120,120,0.43959975242614746,bad
0,54,demo_0,0,0.43622440099716187,bad
0,55,demo_78,78,0.4313705563545227,bad
0,56,demo_7,7,0.4305099844932556,positive
0,57,demo_175,175,0.42531684041023254,positive
0,58,demo_73,73,0.4157150089740753,positive
0,59,demo_196,196,0.40313825011253357,bad
0,60,demo_100,100,0.39723697304725647,bad
0,61,demo_94,94,0.3932563066482544,bad
0,62,demo_16,16,0.39165398478507996,bad
0,63,demo_142,142,0.3830706775188446,bad
0,64,demo_50,50,0.3794959485530853,bad
0,65,demo_15,15,0.3756486475467682,positive
0,66,demo_130,130,0.3656670153141022,bad
0,67,demo_110,110,0.3647041320800781,bad
0,68,demo_109,109,0.3577309548854828,positive
0,69,demo_106,106,0.34490808844566345,bad
0,70,demo_68,68,0.31721580028533936,bad
0,71,demo_26,26,0.29538828134536743,bad
0,72,demo_60,60,0.2951289415359497,bad
0,73,demo_12,12,0.2870461046695709,bad
0,74,demo_128,128,0.2862964868545532,bad
0,75,demo_194,194,0.2852242887020111,bad
0,76,demo_192,192,0.2838936746120453,bad
0,77,demo_126,126,0.23688997328281403,bad
0,78,demo_42,42,0.23570851981639862,bad
0,79,demo_40,40,0.22437234222888947,bad
0,80,demo_34,34,0.208385169506073,bad
0,81,demo_36,36,0.20214588940143585,bad
0,82,demo_170,170,0.18535810708999634,bad
0,83,demo_2,2,0.17747995257377625,bad
0,84,demo_136,136,0.17726193368434906,bad
0,85,demo_182,182,0.16697587072849274,bad
0,86,demo_114,114,0.1529327630996704,bad
0,87,demo_8,8,0.1523936539888382,bad
0,88,demo_152,152,0.148964524269104,bad
0,89,demo_124,124,0.14584632217884064,bad
0,90,demo_164,164,0.13672298192977905,bad
0,91,demo_32,32,0.13514861464500427,bad
0,92,demo_198,198,0.12516918778419495,bad
0,93,demo_162,162,0.10325358062982559,bad
0,94,demo_112,112,0.10294436663389206,bad
0,95,demo_74,74,0.09816727042198181,bad
0,96,demo_134,134,0.09406068921089172,bad
0,97,demo_24,24,0.09193741530179977,bad
0,98,demo_92,92,0.08836089819669724,bad
0,99,demo_176,176,0.07391469180583954,bad
0,100,demo_10,10,0.058647170662879944,bad
0,101,demo_102,102,0.05338813737034798,bad
0,102,demo_116,116,0.051973454654216766,bad
0,103,demo_82,82,0.03776253014802933,bad
0,104,demo_148,148,0.02242898941040039,bad
0,105,demo_186,186,0.02021022140979767,bad
0,106,demo_150,150,0.01809661276638508,bad
0,107,demo_6,6,0.01763249933719635,bad
0,108,demo_84,84,0.014915169216692448,bad
0,109,demo_122,122,0.013860990293323994,bad
0,110,demo_64,64,0.011413869448006153,bad
0,111,demo_178,178,0.01097267959266901,bad
0,112,demo_108,108,0.010929149575531483,bad
0,113,demo_140,140,0.009028537198901176,bad
0,114,demo_14,14,0.008732642978429794,bad
0,115,demo_174,174,0.007226959336549044,bad
0,116,demo_154,154,0.006909720133990049,bad
0,117,demo_172,172,0.00522164162248373,bad
0,118,demo_30,30,0.0036335131153464317,bad
0,119,demo_160,160,0.001471074065193534,bad
0,120,demo_72,72,0.0006421346333809197,bad
