rank,demo_id,hidden_label,score
1,demo_1259,positive,
2,demo_1413,positive,
3,demo_1479,positive,
4,demo_1358,positive,
5,demo_1460,positive,
6,demo_1210,positive,
7,demo_1300,positive,
8,demo_1285,positive,
9,demo_1448,positive,
10,demo_1440,positive,
11,demo_1459,positive,
12,demo_1335,positive,
13,demo_1463,positive,
14,demo_1279,positive,
15,demo_1464,positive,
16,demo_1310,positive,
17,demo_1369,positive,
18,demo_1397,positive,
19,demo_1462,positive,
20,demo_1478,positive,
21,demo_1226,positive,
22,demo_1220,positive,
23,demo_1477,positive,
24,demo_1283,positive,
25,demo_1334,positive,
26,demo_1465,positive,
27,demo_1328,positive,
28,demo_1438,positive,
29,demo_1405,positive,
30,demo_1316,positive,
31,demo_1445,positive,
32,demo_1343,positive,
33,demo_1323,positive,
34,demo_1202,positive,
35,demo_1432,positive,
36,demo_1365,positive,
37,demo_1471,positive,
38,demo_1344,positive,
39,demo_1472,positive,
40,demo_1469,positive,
41,demo_1269,positive,
42,demo_1333,positive,
43,demo_1350,positive,
44,demo_1081,positive,
45,demo_1431,positive,
46,demo_1353,positive,
47,demo_1488,positive,
48,demo_1378,positive,
49,demo_1245,positive,
50,demo_1348,positive,
51,demo_1342,positive,
52,demo_1306,positive,
53,demo_1213,positive,
54,demo_1219,positive,
55,demo_1297,positive,
56,demo_1267,positive,
57,demo_1303,positive,
58,demo_1389,positive,
59,demo_1108,positive,
60,demo_1456,positive,
61,demo_1266,positive,
62,demo_1258,positive,
63,demo_1500,positive,
64,demo_1246,positive,
65,demo_1008,positive,
66,demo_1060,positive,
67,demo_1436,positive,
68,demo_1403,positive,
69,demo_1429,positive,
70,demo_816,bad,
71,demo_1244,positive,
72,demo_1221,positive,
73,demo_1100,positive,
74,demo_1387,positive,
75,demo_1274,positive,
76,demo_1252,positive,
77,demo_1390,positive,
78,demo_1487,positive,
79,demo_1380,positive,
80,demo_922,positive,
81,demo_1352,positive,
82,demo_1099,positive,
83,demo_952,positive,
84,demo_1290,positive,
85,demo_1483,positive,
86,demo_1206,positive,
87,demo_1339,positive,
88,demo_961,bad,
89,demo_1138,positive,
90,demo_1049,positive,
91,demo_1468,positive,
92,demo_1349,positive,
93,demo_1466,positive,
94,demo_1260,positive,
95,demo_1156,bad,
96,demo_965,positive,
97,demo_1321,positive,
98,demo_1141,positive,
99,demo_1360,positive,
100,demo_1373,positive,
101,demo_1441,positive,
102,demo_1199,positive,
103,demo_938,positive,
104,demo_1277,positive,
105,demo_1145,bad,
106,demo_1308,positive,
107,demo_1095,positive,
108,demo_1467,positive,
109,demo_1319,positive,
110,demo_904,bad,
111,demo_1235,positive,
112,demo_1113,bad,
113,demo_907,bad,
114,demo_975,positive,
115,demo_1412,positive,
116,demo_956,positive,
117,demo_1386,positive,
118,demo_1256,positive,
119,demo_1391,positive,
120,demo_1190,positive,
121,demo_1417,positive,
122,demo_1458,positive,
123,demo_813,bad,
124,demo_737,bad,
125,demo_1031,bad,
126,demo_741,bad,
127,demo_1038,bad,
128,demo_879,bad,
129,demo_1239,positive,
130,demo_625,bad,
131,demo_1051,bad,
132,demo_1109,bad,
133,demo_652,bad,
134,demo_1161,positive,
135,demo_731,bad,
136,demo_622,bad,
137,demo_1086,bad,
138,demo_794,bad,
139,demo_1076,positive,
140,demo_1243,positive,
141,demo_1182,positive,
142,demo_828,bad,
143,demo_735,bad,
144,demo_842,bad,
145,demo_678,bad,
146,demo_745,bad,
147,demo_1241,positive,
148,demo_1231,positive,
149,demo_1444,positive,
150,demo_736,bad,
151,demo_866,bad,
152,demo_653,bad,
153,demo_1282,positive,
154,demo_754,bad,
155,demo_701,bad,
156,demo_679,bad,
157,demo_1070,positive,
158,demo_989,bad,
159,demo_916,positive,
160,demo_967,bad,
