rank,demo_id,hidden_label,score
1,demo_1198,positive,0.9984003901481628
2,demo_1202,positive,0.9983921051025391
3,demo_759,bad,0.9983473420143127
4,demo_1422,positive,0.9981746673583984
5,demo_1333,positive,0.998168408870697
6,demo_1310,positive,0.9981312155723572
7,demo_1483,positive,0.9981138110160828
8,demo_1095,positive,0.9980478882789612
9,demo_1365,positive,0.9978324174880981
10,demo_645,bad,0.9978289008140564
11,demo_1226,positive,0.997790515422821
12,demo_1208,positive,0.9977561235427856
13,demo_1464,positive,0.9976695775985718
14,demo_805,bad,0.9976442456245422
15,demo_1221,positive,0.9976232647895813
16,demo_1319,positive,0.9975964426994324
17,demo_1290,positive,0.9975512623786926
18,demo_1412,positive,0.997540295124054
19,demo_1300,positive,0.9974865913391113
20,demo_1328,positive,0.9974839091300964
21,demo_737,bad,0.9974499344825745
22,demo_1469,positive,0.9974385499954224
23,demo_1389,positive,0.9972819089889526
24,demo_1307,positive,0.9971899390220642
25,demo_1487,positive,0.9971779584884644
26,demo_1246,positive,0.9971091747283936
27,demo_1460,positive,0.99710613489151
28,demo_1414,positive,0.9968600273132324
29,demo_1405,positive,0.9968490600585938
30,demo_1488,positive,0.996792197227478
31,demo_1282,positive,0.9967889189720154
32,demo_1116,positive,0.9967885613441467
33,demo_1245,positive,0.9967644214630127
34,demo_893,bad,0.9967458844184875
35,demo_1220,positive,0.9966550469398499
36,demo_1466,positive,0.9966266751289368
37,demo_1258,positive,0.9965974688529968
38,demo_1332,positive,0.9965792894363403
39,demo_1478,positive,0.996565043926239
40,demo_1431,positive,0.9965271949768066
41,demo_705,bad,0.9964054226875305
42,demo_1008,positive,0.9963672161102295
43,demo_1358,positive,0.9961179494857788
44,demo_1349,positive,0.996080219745636
45,demo_1429,positive,0.9960623979568481
46,demo_853,bad,0.9960376024246216
47,demo_1440,positive,0.9959094524383545
48,demo_1306,positive,0.9958484172821045
49,demo_1481,positive,0.9957970976829529
50,demo_686,bad,0.9957842826843262
51,demo_1449,positive,0.9957616925239563
52,demo_1378,positive,0.9955253005027771
53,demo_822,bad,0.9955019354820251
54,demo_745,bad,0.9954517483711243
55,demo_1462,positive,0.9953281879425049
56,demo_1266,positive,0.9952716827392578
57,demo_1472,positive,0.9951726198196411
58,demo_672,bad,0.9950453639030457
59,demo_1413,positive,0.9950321316719055
60,demo_1243,positive,0.9949501752853394
61,demo_1373,positive,0.9949175119400024
62,demo_1463,positive,0.9949123859405518
63,demo_1231,positive,0.9949068427085876
64,demo_939,bad,0.9948177337646484
65,demo_1252,positive,0.9946756958961487
66,demo_799,bad,0.994672417640686
67,demo_628,bad,0.9946250319480896
68,demo_792,bad,0.9946075677871704
69,demo_1076,positive,0.9946028590202332
70,demo_1339,positive,0.9945491552352905
71,demo_1353,positive,0.9945434331893921
72,demo_644,bad,0.994530439376831
73,demo_1259,positive,0.9945111870765686
74,demo_820,bad,0.9944673776626587
75,demo_1032,positive,0.9944519996643066
76,demo_1102,positive,0.994429349899292
77,demo_1210,positive,0.9944204688072205
78,demo_701,bad,0.9943974018096924
79,demo_1269,positive,0.9941206574440002
80,demo_691,bad,0.9941005706787109
81,demo_956,positive,0.9940667748451233
82,demo_952,positive,0.9940500855445862
83,demo_1387,positive,0.9940159320831299
84,demo_1350,positive,0.9940066337585449
85,demo_1112,positive,0.993950605392456
86,demo_636,bad,0.9939484596252441
87,demo_843,bad,0.993908703327179
88,demo_696,bad,0.9938622117042542
89,demo_1369,positive,0.9938449263572693
90,demo_1477,positive,0.993817925453186
91,demo_709,bad,0.9937857985496521
92,demo_1308,positive,0.9937617778778076
93,demo_1161,positive,0.9936303496360779
94,demo_856,bad,0.993605375289917
95,demo_1453,positive,0.9935715794563293
96,demo_1297,positive,0.9935101270675659
97,demo_1060,positive,0.993476152420044
98,demo_1136,bad,0.9933976531028748
99,demo_1334,positive,0.9933566451072693
100,demo_1312,positive,0.9933532476425171
101,demo_858,bad,0.9933451414108276
102,demo_1099,positive,0.9932684302330017
103,demo_1279,positive,0.9932220578193665
104,demo_1301,positive,0.9932094216346741
105,demo_762,bad,0.9931746125221252
106,demo_816,bad,0.9931240081787109
107,demo_615,bad,0.993033766746521
108,demo_698,bad,0.9930216670036316
109,demo_607,bad,0.9930151104927063
110,demo_1047,positive,0.9929461479187012
111,demo_1344,positive,0.992871880531311
112,demo_604,bad,0.992842435836792
113,demo_631,bad,0.99282306432724
114,demo_1383,positive,0.9927634596824646
115,demo_1348,positive,0.9927178025245667
116,demo_1283,positive,0.9925925731658936
117,demo_695,bad,0.9924853444099426
118,demo_1081,positive,0.9924831986427307
119,demo_1108,positive,0.9924231171607971
120,demo_662,bad,0.9923379421234131
121,demo_661,bad,0.9922991991043091
122,demo_1138,positive,0.9922905564308167
123,demo_1438,positive,0.9922046065330505
124,demo_953,bad,0.9921834468841553
