demo_id,role,hidden_label,transition_count,bc_selected_mass,negative_loss_mass,selected_negative_obs_distance_mean,selected_negative_action_distance_mean,selected_negative_state_action_distance_mean
demo_0,extra_masked,bad,122,0,0,,,
demo_1,anchor,labeled_or_anchor,122,122,122,3.277300,3.364207,4.749582
demo_2,extra_masked,bad,94,0,0,,,
demo_3,anchor,labeled_or_anchor,115,115,115,2.998950,3.702510,4.929429
demo_6,extra_masked,bad,114,0,0,,,
demo_9,anchor,labeled_or_anchor,130,130,130,3.676049,3.693443,5.425334
demo_10,extra_masked,bad,130,0,0,,,
demo_11,anchor,labeled_or_anchor,141,141,141,4.124991,3.594469,5.620458
demo_12,extra_masked,bad,104,0,0,,,
demo_14,extra_masked,bad,100,0,0,,,
demo_15,anchor,labeled_or_anchor,121,121,121,4.306567,3.373292,5.588174
demo_16,extra_masked,bad,101,1,1,4.137283,8.669137,9.605782
demo_17,anchor,labeled_or_anchor,121,121,121,3.926352,3.366054,5.297386
demo_18,extra_masked,bad,84,0,0,,,
demo_19,anchor,labeled_or_anchor,103,103,103,3.444467,4.245323,5.580166
demo_20,extra_masked,bad,100,0,0,,,
demo_21,anchor,labeled_or_anchor,100,100,100,3.853058,3.735535,5.517323
demo_22,extra_masked,bad,97,0,0,,,
demo_24,extra_masked,bad,107,0,0,,,
demo_25,anchor,labeled_or_anchor,129,129,129,4.378337,3.671040,5.885606
demo_26,extra_masked,bad,103,0,0,,,
demo_27,anchor,labeled_or_anchor,130,130,130,4.267871,3.523196,5.660306
demo_30,extra_masked,bad,100,0,0,,,
demo_31,extra_masked,positive,145,61,61,5.803962,5.324033,8.085318
demo_32,extra_masked,bad,98,0,0,,,
demo_35,anchor,labeled_or_anchor,112,112,112,3.000872,3.317725,4.627599
demo_36,extra_masked,bad,120,0,0,,,
demo_40,extra_masked,bad,102,0,0,,,
demo_46,extra_masked,bad,122,0,0,,,
demo_48,extra_masked,bad,117,0,0,,,
demo_50,extra_masked,bad,112,0,0,,,
demo_54,extra_masked,bad,95,0,0,,,
demo_56,extra_masked,bad,99,0,0,,,
demo_57,anchor,labeled_or_anchor,115,115,115,3.915359,3.478397,5.354747
demo_58,extra_masked,bad,88,0,0,,,
demo_59,anchor,labeled_or_anchor,91,91,91,3.246688,3.809840,5.108323
demo_60,extra_masked,bad,129,0,0,,,
demo_62,extra_masked,bad,80,0,0,,,
demo_63,anchor,labeled_or_anchor,98,98,98,3.420942,4.334413,5.620197
demo_64,extra_masked,bad,95,0,0,,,
demo_67,extra_masked,positive,144,50,50,6.772921,4.824528,8.394537
demo_68,extra_masked,bad,99,0,0,,,
demo_70,extra_masked,bad,71,0,0,,,
demo_71,anchor,labeled_or_anchor,91,91,91,3.570371,4.009496,5.498034
demo_73,anchor,labeled_or_anchor,129,129,129,4.292404,4.047021,6.140311
demo_74,extra_masked,bad,101,0,0,,,
demo_76,extra_masked,bad,101,0,0,,,
demo_78,anchor,labeled_or_anchor,80,80,80,2.274033,2.553284,3.488483
demo_82,extra_masked,bad,82,0,0,,,
demo_83,anchor,labeled_or_anchor,109,109,109,3.919824,3.345885,5.238637
demo_84,extra_masked,bad,83,0,0,,,
demo_85,anchor,labeled_or_anchor,123,123,123,4.029617,3.799842,5.747175
demo_86,extra_masked,bad,73,0,0,,,
demo_90,extra_masked,bad,74,0,0,,,
demo_92,extra_masked,bad,66,0,0,,,
demo_94,extra_masked,bad,86,0,0,,,
demo_96,extra_masked,bad,82,0,0,,,
demo_100,extra_masked,bad,89,0,0,,,
demo_101,anchor,labeled_or_anchor,98,98,98,4.081951,3.877568,5.791772
demo_102,extra_masked,bad,94,0,0,,,
demo_103,extra_masked,positive,121,54,54,6.351424,5.304580,8.525496
demo_106,anchor,labeled_or_anchor,68,68,68,2.180077,2.961106,3.727771
demo_107,anchor,labeled_or_anchor,86,86,86,3.550967,3.778696,5.353026
demo_108,extra_masked,bad,94,0,0,,,
demo_109,anchor,labeled_or_anchor,147,147,147,3.999389,3.549838,5.464074
demo_110,extra_masked,bad,80,0,0,,,
demo_112,extra_masked,bad,93,0,0,,,
demo_116,extra_masked,bad,103,0,0,,,
demo_118,extra_masked,bad,80,1,1,3.524598,2.486823,4.313592
demo_119,anchor,labeled_or_anchor,91,91,91,4.525623,3.821161,6.043698
demo_120,extra_masked,bad,100,0,0,,,
demo_122,extra_masked,bad,84,0,0,,,
demo_124,anchor,labeled_or_anchor,75,75,75,1.976044,2.945062,3.630487
demo_125,anchor,labeled_or_anchor,88,88,88,3.363271,3.759651,5.223906
demo_126,extra_masked,bad,88,0,0,,,
demo_127,anchor,labeled_or_anchor,95,95,95,3.145368,3.579204,4.977398
demo_128,extra_masked,bad,89,0,0,,,
demo_129,anchor,labeled_or_anchor,104,104,104,3.479904,3.675606,5.224136
demo_130,extra_masked,bad,85,0,0,,,
demo_132,extra_masked,bad,60,0,0,,,
demo_133,anchor,labeled_or_anchor,94,94,94,4.061210,4.244149,6.072503
demo_134,extra_masked,bad,69,0,0,,,
demo_135,anchor,labeled_or_anchor,95,95,95,3.919696,3.903728,5.716781
demo_136,extra_masked,bad,61,0,0,,,
demo_137,anchor,labeled_or_anchor,96,96,96,3.949374,4.076589,5.904695
demo_138,anchor,labeled_or_anchor,55,55,55,2.425155,3.051857,3.946003
demo_139,anchor,labeled_or_anchor,82,82,82,4.089571,4.153860,5.989409
demo_140,extra_masked,bad,103,0,0,,,
demo_141,anchor,labeled_or_anchor,126,126,126,4.602042,4.071977,6.400333
demo_142,extra_masked,bad,76,0,0,,,
demo_143,anchor,labeled_or_anchor,93,93,93,3.848615,3.851678,5.608274
demo_144,extra_masked,bad,81,0,0,,,
demo_146,extra_masked,bad,90,0,0,,,
demo_147,anchor,labeled_or_anchor,91,91,91,3.964762,3.951614,5.762408
demo_148,extra_masked,bad,67,0,0,,,
demo_149,extra_masked,positive,118,59,59,6.185807,5.309452,8.409132
demo_150,extra_masked,bad,79,0,0,,,
demo_152,extra_masked,bad,89,0,0,,,
demo_154,extra_masked,bad,93,0,0,,,
demo_155,anchor,labeled_or_anchor,103,103,103,4.421609,4.277079,6.404152
demo_156,extra_masked,bad,63,0,0,,,
demo_157,anchor,labeled_or_anchor,81,81,81,3.410841,3.958631,5.427369
demo_160,extra_masked,bad,73,0,0,,,
demo_161,anchor,labeled_or_anchor,91,91,91,4.355032,4.125412,6.155299
demo_162,extra_masked,bad,92,0,0,,,
demo_163,anchor,labeled_or_anchor,115,115,115,4.355729,3.770838,5.973364
demo_164,extra_masked,bad,67,0,0,,,
demo_165,anchor,labeled_or_anchor,105,105,105,4.061569,4.263971,6.095247
demo_166,extra_masked,bad,90,0,0,,,
demo_167,anchor,labeled_or_anchor,114,114,114,3.844119,3.968508,5.685154
demo_168,extra_masked,bad,81,0,0,,,
demo_169,anchor,labeled_or_anchor,97,97,97,3.684941,3.721564,5.412325
demo_170,extra_masked,bad,64,0,0,,,
demo_171,anchor,labeled_or_anchor,110,110,110,3.709677,3.770584,5.491002
demo_174,extra_masked,bad,82,0,0,,,
demo_175,anchor,labeled_or_anchor,130,130,130,4.258584,3.869744,5.889361
demo_177,anchor,labeled_or_anchor,99,99,99,3.311524,3.776567,5.229041
demo_178,extra_masked,bad,68,0,0,,,
demo_180,extra_masked,bad,91,0,0,,,
demo_183,anchor,labeled_or_anchor,86,86,86,3.220245,3.912503,5.251225
demo_184,extra_masked,bad,58,0,0,,,
demo_186,extra_masked,bad,76,0,0,,,
demo_190,extra_masked,bad,67,0,0,,,
demo_191,extra_masked,positive,89,37,37,6.995263,5.023874,8.854384
demo_192,extra_masked,bad,75,0,0,,,
demo_193,anchor,labeled_or_anchor,107,107,107,4.224580,3.808987,5.841886
demo_194,extra_masked,bad,82,0,0,,,
demo_196,extra_masked,bad,83,0,0,,,
demo_198,anchor,labeled_or_anchor,64,64,64,1.556095,2.699410,3.137090
demo_199,anchor,labeled_or_anchor,88,88,88,3.316234,3.675161,5.120403
