demo_id,role,hidden_label,classifier_score,transition_count,selected_transition_count,selected_fraction,margin_mean,margin_p25,margin_p50,margin_p75
demo_0,extra_masked,bad,0.164540,122,0,0.000000,-0.580144,-0.732625,-0.431956,-0.238067
demo_2,extra_masked,bad,0.516432,94,0,0.000000,-0.656834,-1.561083,0.162953,0.460313
demo_6,extra_masked,bad,0.402919,114,0,0.000000,-0.535040,-0.394704,0.092923,0.265043
demo_7,anchor,labeled_or_anchor,0.855155,124,124,1.000000,,,,
demo_8,extra_masked,bad,0.272335,100,0,0.000000,-0.199178,-0.485628,-0.082425,0.077282
demo_10,extra_masked,bad,0.357863,130,0,0.000000,0.385331,-0.503694,0.863145,1.264996
demo_11,anchor,labeled_or_anchor,1.000000,141,141,1.000000,,,,
demo_12,extra_masked,bad,0.103365,104,0,0.000000,-0.987005,-1.121603,-0.726398,-0.537363
demo_14,extra_masked,bad,0.456255,100,0,0.000000,-0.596627,-0.420603,-0.180743,0.301798
demo_17,extra_masked,positive,0.425105,121,39,0.322314,0.199262,-2.286451,-1.648306,3.367162
demo_18,extra_masked,bad,0.505334,84,0,0.000000,-0.593811,-2.314570,0.542383,0.765101
demo_19,anchor,labeled_or_anchor,0.986880,103,103,1.000000,,,,
demo_20,extra_masked,bad,0.029831,100,0,0.000000,-1.804018,-2.501505,-1.404424,-0.588498
demo_21,anchor,labeled_or_anchor,0.482192,100,100,1.000000,,,,
demo_22,extra_masked,bad,0.071845,97,0,0.000000,-1.239054,-1.908152,-0.756735,-0.226916
demo_23,anchor,labeled_or_anchor,0.503065,103,103,1.000000,,,,
demo_24,extra_masked,bad,0.140694,107,0,0.000000,-0.202727,-0.450304,0.609257,0.885560
demo_25,anchor,labeled_or_anchor,0.649920,129,129,1.000000,,,,
demo_26,extra_masked,bad,0.005192,103,0,0.000000,-1.116944,-1.366377,-0.836817,-0.611875
demo_30,extra_masked,bad,0.095492,100,0,0.000000,-0.793512,-1.370454,-0.217553,0.035525
demo_32,extra_masked,bad,0.200268,98,0,0.000000,-0.757082,-1.695173,0.050115,0.190072
demo_33,anchor,labeled_or_anchor,0.518510,107,107,1.000000,,,,
demo_36,extra_masked,bad,0.088920,120,0,0.000000,-1.538680,-2.357683,-0.897830,-0.562801
demo_37,anchor,labeled_or_anchor,0.566655,98,98,1.000000,,,,
demo_40,extra_masked,bad,0.217824,102,0,0.000000,-0.892082,-1.171681,-0.305926,0.009198
demo_42,extra_masked,bad,0.638679,103,0,0.000000,-0.220022,-0.105473,0.387021,0.553134
demo_46,extra_masked,bad,0.044826,122,0,0.000000,-1.447665,-1.884433,-1.200713,-0.511597
demo_47,anchor,labeled_or_anchor,0.411960,118,118,1.000000,,,,
demo_48,extra_masked,bad,0.232484,117,0,0.000000,-0.384978,-1.100696,0.239261,0.757520
