rank,demo_id,hidden_label,score
1,demo_149,positive,0.9855411052703857
2,demo_167,positive,0.9703084230422974
3,demo_85,positive,0.9637839794158936
4,demo_139,positive,0.9634957909584045
5,demo_31,positive,0.9517569541931152
6,demo_103,positive,0.9443328380584717
7,demo_87,positive,0.9298797249794006
8,demo_175,positive,0.9123486876487732
9,demo_69,positive,0.8885002732276917
10,demo_141,positive,0.8424481749534607
11,demo_91,positive,0.8301438689231873
12,demo_63,positive,0.8295571208000183
13,demo_159,positive,0.8133888244628906
14,demo_9,positive,0.7830435037612915
15,demo_65,positive,0.7801505923271179
16,demo_177,positive,0.7456398606300354
17,demo_61,positive,0.7362121343612671
18,demo_195,positive,0.7205826640129089
19,demo_48,bad,0.7030287384986877
20,demo_62,bad,0.696646511554718
21,demo_86,bad,0.6953054070472717
22,demo_102,bad,0.6910649538040161
23,demo_25,positive,0.6830490827560425
24,demo_140,bad,0.6635342836380005
25,demo_74,bad,0.6430919170379639
26,demo_22,bad,0.6407646536827087
27,demo_66,bad,0.6352719664573669
28,demo_138,bad,0.626915454864502
29,demo_112,bad,0.6220758557319641
30,demo_151,positive,0.6219615936279297
31,demo_116,bad,0.6211579442024231
32,demo_155,positive,0.6128605604171753
33,demo_107,positive,0.6103894114494324
34,demo_148,bad,0.6083596348762512
35,demo_123,positive,0.6056672930717468
36,demo_161,positive,0.6028056740760803
37,demo_17,positive,0.5879650712013245
38,demo_18,bad,0.5799819827079773
39,demo_166,bad,0.5771634578704834
40,demo_64,bad,0.5769303441047668
41,demo_59,positive,0.576895534992218
42,demo_73,positive,0.5752527713775635
43,demo_54,bad,0.5680910348892212
44,demo_32,bad,0.5673543214797974
45,demo_187,positive,0.56376051902771
46,demo_184,bad,0.5609861612319946
47,demo_95,positive,0.5607256889343262
48,demo_79,positive,0.536573588848114
49,demo_30,bad,0.5323517322540283
50,demo_170,bad,0.5286669731140137
51,demo_147,positive,0.5226307511329651
52,demo_183,positive,0.5176879167556763
53,demo_134,bad,0.5166125893592834
54,demo_84,bad,0.5122994780540466
55,demo_174,bad,0.5119011998176575
56,demo_26,bad,0.4952775537967682
57,demo_180,bad,0.49387821555137634
58,demo_93,positive,0.48310229182243347
59,demo_90,bad,0.47280722856521606
