seed,rank,demo_id,demo_index,score,hidden_label
0,1,demo_1369,1369,0.9962522387504578,positive
0,2,demo_1345,1345,0.9961490631103516,bad
0,3,demo_1249,1249,0.996117353439331,positive
0,4,demo_1402,1402,0.9960852265357971,positive
0,5,demo_1465,1465,0.9960276484489441,positive
0,6,demo_1210,1210,0.9959834814071655,positive
0,7,demo_1251,1251,0.995827853679657,positive
0,8,demo_1489,1489,0.995770275592804,positive
0,9,demo_1386,1386,0.9955735206604004,positive
0,10,demo_1255,1255,0.9955326318740845,positive
0,11,demo_1326,1326,0.9953432083129883,positive
0,12,demo_1424,1424,0.9952855706214905,positive
0,13,demo_1349,1349,0.9950858354568481,positive
0,14,demo_1463,1463,0.9949647784233093,positive
0,15,demo_1462,1462,0.9949145317077637,positive
0,16,demo_1484,1484,0.9948347806930542,bad
0,17,demo_1269,1269,0.9946946501731873,positive
0,18,demo_1483,1483,0.994638979434967,positive
0,19,demo_1217,1217,0.9945118427276611,positive
0,20,demo_1205,1205,0.9944009184837341,positive
0,21,demo_1271,1271,0.9942596554756165,positive
0,22,demo_1370,1370,0.9941465258598328,positive
0,23,demo_1312,1312,0.9940634965896606,positive
0,24,demo_1458,1458,0.9939931035041809,positive
0,25,demo_1234,1234,0.9939098954200745,positive
0,26,demo_1429,1429,0.9938384890556335,positive
0,27,demo_1204,1204,0.9937905073165894,positive
0,28,demo_1456,1456,0.9937707781791687,positive
0,29,demo_1400,1400,0.9936067461967468,positive
0,30,demo_1414,1414,0.9936063885688782,positive
0,31,demo_1381,1381,0.9934037327766418,bad
0,32,demo_1490,1490,0.9933310151100159,positive
0,33,demo_1353,1353,0.9931819438934326,positive
0,34,demo_1436,1436,0.9930883646011353,positive
0,35,demo_1413,1413,0.9928684234619141,positive
0,36,demo_1315,1315,0.9928539991378784,positive
0,37,demo_1328,1328,0.9924259185791016,positive
0,38,demo_1339,1339,0.9923199415206909,positive
0,39,demo_1283,1283,0.9922900199890137,positive
0,40,demo_1472,1472,0.9922643899917603,positive
0,41,demo_1387,1387,0.9922469258308411,positive
0,42,demo_1398,1398,0.9920249581336975,positive
0,43,demo_1344,1344,0.991982102394104,positive
0,44,demo_1322,1322,0.9919576048851013,positive
0,45,demo_1366,1366,0.9919041991233826,bad
0,46,demo_1448,1448,0.9918866157531738,positive
0,47,demo_1342,1342,0.9918794631958008,positive
0,48,demo_1279,1279,0.9917498826980591,positive
0,49,demo_1479,1479,0.991645097732544,positive
0,50,demo_1425,1425,0.9915750026702881,positive
0,51,demo_1259,1259,0.9914618134498596,positive
0,52,demo_1388,1388,0.9907879829406738,positive
0,53,demo_1303,1303,0.9907106757164001,positive
0,54,demo_1367,1367,0.990604043006897,positive
0,55,demo_1246,1246,0.9905418157577515,positive
0,56,demo_1365,1365,0.9905411601066589,positive
0,57,demo_1421,1421,0.990364670753479,positive
0,58,demo_1358,1358,0.9903499484062195,positive
0,59,demo_1298,1298,0.9898380637168884,positive
0,60,demo_1316,1316,0.9896427392959595,positive
0,61,demo_1454,1454,0.9895566701889038,positive
0,62,demo_1471,1471,0.9892948269844055,positive
0,63,demo_1438,1438,0.9891241192817688,positive
0,64,demo_1380,1380,0.9890226125717163,positive
0,65,demo_1408,1408,0.9889782667160034,positive
0,66,demo_1389,1389,0.988969087600708,positive
0,67,demo_1245,1245,0.9888983368873596,positive
0,68,demo_1207,1207,0.988142728805542,positive
0,69,demo_1292,1292,0.9877541065216064,positive
0,70,demo_1278,1278,0.9873877167701721,positive
0,71,demo_1229,1229,0.9872731566429138,positive
0,72,demo_1209,1209,0.9867696166038513,positive
0,73,demo_1347,1347,0.9860612750053406,positive
0,74,demo_1233,1233,0.9859247803688049,positive
0,75,demo_1478,1478,0.9858129024505615,positive
0,76,demo_1301,1301,0.9852336645126343,positive
0,77,demo_1449,1449,0.9852133989334106,positive
0,78,demo_1474,1474,0.9851467609405518,positive
0,79,demo_1230,1230,0.985095202922821,positive
0,80,demo_1440,1440,0.9848161935806274,positive
0,81,demo_1329,1329,0.9848140478134155,positive
0,82,demo_1343,1343,0.9846811890602112,positive
0,83,demo_1376,1376,0.9845708012580872,positive
0,84,demo_1500,1500,0.9842982888221741,positive
0,85,demo_1276,1276,0.9834509491920471,positive
0,86,demo_1418,1418,0.9832130074501038,positive
0,87,demo_1383,1383,0.9830523729324341,positive
0,88,demo_1267,1267,0.9829973578453064,positive
0,89,demo_1460,1460,0.9825246334075928,positive
0,90,demo_1431,1431,0.981720507144928,positive
0,91,demo_1333,1333,0.9815283417701721,positive
0,92,demo_1435,1435,0.9812692999839783,positive
0,93,demo_1443,1443,0.9811602830886841,positive
