rank,demo_id,hidden_label,score
1,demo_0,bad,0.06568997353315353
2,demo_2,bad,0.3959195911884308
3,demo_6,bad,0.0023257110733538866
4,demo_8,bad,0.35894012451171875
5,demo_9,positive,0.7830435037612915
6,demo_10,bad,0.11276526004076004
7,demo_14,bad,0.002011509146541357
8,demo_15,positive,0.30971524119377136
9,demo_16,bad,0.21770839393138885
10,demo_17,positive,0.5879650712013245
11,demo_18,bad,0.5799819827079773
12,demo_20,bad,0.024522406980395317
13,demo_22,bad,0.6407646536827087
14,demo_24,bad,0.23413799703121185
15,demo_25,positive,0.6830490827560425
16,demo_26,bad,0.4952775537967682
17,demo_30,bad,0.5323517322540283
18,demo_31,positive,0.9517569541931152
19,demo_32,bad,0.5673543214797974
20,demo_34,bad,0.02809874899685383
21,demo_35,positive,0.4172510504722595
22,demo_36,bad,0.021628735587000847
23,demo_40,bad,0.005002775229513645
24,demo_41,positive,0.32245150208473206
25,demo_42,bad,0.04177144542336464
26,demo_46,bad,0.011458661407232285
27,demo_48,bad,0.7030287384986877
28,demo_50,bad,0.30147939920425415
29,demo_54,bad,0.5680910348892212
30,demo_56,bad,0.16664430499076843
31,demo_58,bad,0.2802818715572357
32,demo_59,positive,0.576895534992218
33,demo_60,bad,0.3077615797519684
34,demo_61,positive,0.7362121343612671
35,demo_62,bad,0.696646511554718
36,demo_63,positive,0.8295571208000183
37,demo_64,bad,0.5769303441047668
38,demo_65,positive,0.7801505923271179
39,demo_66,bad,0.6352719664573669
40,demo_68,bad,0.14358174800872803
41,demo_69,positive,0.8885002732276917
42,demo_70,bad,0.38360607624053955
43,demo_72,bad,0.0991818830370903
44,demo_73,positive,0.5752527713775635
45,demo_74,bad,0.6430919170379639
46,demo_78,bad,0.11769940704107285
47,demo_79,positive,0.536573588848114
48,demo_82,bad,0.2719269394874573
49,demo_84,bad,0.5122994780540466
50,demo_85,positive,0.9637839794158936
51,demo_86,bad,0.6953054070472717
52,demo_87,positive,0.9298797249794006
53,demo_90,bad,0.47280722856521606
54,demo_91,positive,0.8301438689231873
55,demo_92,bad,0.11563793569803238
56,demo_93,positive,0.48310229182243347
57,demo_94,bad,0.22281210124492645
58,demo_95,positive,0.5607256889343262
59,demo_96,bad,0.24458114802837372
60,demo_100,bad,0.017600128427147865
61,demo_101,positive,0.4314567744731903
62,demo_102,bad,0.6910649538040161
63,demo_103,positive,0.9443328380584717
64,demo_106,bad,0.2306685894727707
65,demo_107,positive,0.6103894114494324
66,demo_110,bad,0.4414953291416168
67,demo_112,bad,0.6220758557319641
68,demo_114,bad,0.3588540256023407
69,demo_116,bad,0.6211579442024231
70,demo_118,bad,0.03477497771382332
71,demo_120,bad,0.009083354845643044
72,demo_121,positive,0.3351527452468872
73,demo_123,positive,0.6056672930717468
74,demo_124,bad,0.11138581484556198
75,demo_126,bad,0.012568969279527664
76,demo_127,positive,0.42208465933799744
77,demo_130,bad,0.08520814776420593
78,demo_132,bad,0.3599463105201721
79,demo_134,bad,0.5166125893592834
80,demo_136,bad,0.12948572635650635
81,demo_138,bad,0.626915454864502
82,demo_139,positive,0.9634957909584045
83,demo_140,bad,0.6635342836380005
84,demo_141,positive,0.8424481749534607
85,demo_142,bad,0.3061424493789673
86,demo_144,bad,0.010463560000061989
87,demo_146,bad,0.04015815630555153
88,demo_147,positive,0.5226307511329651
89,demo_148,bad,0.6083596348762512
90,demo_149,positive,0.9855411052703857
91,demo_150,bad,0.10474482923746109
92,demo_151,positive,0.6219615936279297
93,demo_152,bad,0.21887797117233276
94,demo_154,bad,0.06323017925024033
95,demo_155,positive,0.6128605604171753
96,demo_158,bad,0.17232222855091095
97,demo_159,positive,0.8133888244628906
98,demo_160,bad,0.03474404662847519
99,demo_161,positive,0.6028056740760803
100,demo_162,bad,0.39479687809944153
101,demo_166,bad,0.5771634578704834
102,demo_167,positive,0.9703084230422974
103,demo_169,positive,0.4095522165298462
104,demo_170,bad,0.5286669731140137
105,demo_172,bad,0.22204698622226715
106,demo_174,bad,0.5119011998176575
107,demo_175,positive,0.9123486876487732
108,demo_176,bad,0.12667036056518555
109,demo_177,positive,0.7456398606300354
110,demo_178,bad,0.2450467348098755
111,demo_180,bad,0.49387821555137634
112,demo_182,bad,0.12116442620754242
113,demo_183,positive,0.5176879167556763
114,demo_184,bad,0.5609861612319946
115,demo_186,bad,0.043575309216976166
116,demo_187,positive,0.56376051902771
117,demo_190,bad,0.1746201068162918
118,demo_192,bad,0.3291763365268707
119,demo_195,positive,0.7205826640129089
120,demo_198,bad,0.22826163470745087
