seed,rank,demo_id,demo_index,score,hidden_label
0,1,demo_177,177,0.9826232194900513,positive
0,2,demo_199,199,0.9485719799995422,positive
0,3,demo_107,107,0.9222106337547302,positive
0,4,demo_73,73,0.9168710112571716,positive
0,5,demo_182,182,0.9112818837165833,bad
0,6,demo_139,139,0.903444230556488,positive
0,7,demo_63,63,0.8657516241073608,positive
0,8,demo_43,43,0.8505579829216003,positive
0,9,demo_111,111,0.8470133543014526,positive
0,10,demo_167,167,0.8454725742340088,positive
0,11,demo_185,185,0.8447908163070679,positive
0,12,demo_193,193,0.8421913385391235,positive
0,13,demo_191,191,0.8227060437202454,positive
0,14,demo_195,195,0.8182141184806824,positive
0,15,demo_133,133,0.8169615864753723,positive
0,16,demo_92,92,0.8028132915496826,bad
0,17,demo_95,95,0.7978427410125732,positive
0,18,demo_123,123,0.7869656085968018,positive
0,19,demo_106,106,0.7733365297317505,bad
0,20,demo_54,54,0.7729929685592651,bad
0,21,demo_171,171,0.765922486782074,positive
0,22,demo_97,97,0.7609800100326538,positive
0,23,demo_151,151,0.7568380236625671,positive
0,24,demo_124,124,0.7450641393661499,bad
0,25,demo_19,19,0.7336908578872681,positive
0,26,demo_79,79,0.7287811636924744,positive
0,27,demo_86,86,0.7276443839073181,bad
0,28,demo_160,160,0.7215774059295654,bad
0,29,demo_176,176,0.7127724289894104,bad
0,30,demo_118,118,0.7009121775627136,bad
0,31,demo_198,198,0.7000947594642639,bad
0,32,demo_156,156,0.6872578859329224,bad
0,33,demo_115,115,0.6812406778335571,positive
0,34,demo_59,59,0.6709485650062561,positive
0,35,demo_33,33,0.662688136100769,positive
0,36,demo_117,117,0.6604275703430176,positive
0,37,demo_179,179,0.6591328978538513,positive
0,38,demo_47,47,0.6562324166297913,positive
0,39,demo_9,9,0.6437429189682007,positive
0,40,demo_75,75,0.6196767091751099,positive
0,41,demo_186,186,0.6022273898124695,bad
0,42,demo_69,69,0.5877899527549744,positive
0,43,demo_138,138,0.5732577443122864,bad
0,44,demo_42,42,0.5721720457077026,bad
0,45,demo_32,32,0.569858968257904,bad
0,46,demo_57,57,0.5526889562606812,positive
0,47,demo_184,184,0.5522618889808655,bad
0,48,demo_158,158,0.5404666066169739,bad
0,49,demo_163,163,0.523995578289032,positive
0,50,demo_136,136,0.5226544737815857,bad
0,51,demo_15,15,0.5214348435401917,positive
0,52,demo_190,190,0.5128881335258484,bad
0,53,demo_101,101,0.5068551301956177,positive
0,54,demo_164,164,0.49840477108955383,bad
0,55,demo_172,172,0.4983246922492981,bad
0,56,demo_22,22,0.4924994111061096,bad
0,57,demo_82,82,0.4859170615673065,bad
0,58,demo_27,27,0.47805291414260864,positive
0,59,demo_132,132,0.47223806381225586,bad
0,60,demo_110,110,0.4644037187099457,bad
0,61,demo_25,25,0.45009079575538635,positive
0,62,demo_152,152,0.4466126561164856,bad
0,63,demo_17,17,0.434835821390152,positive
0,64,demo_180,180,0.43399643898010254,bad
0,65,demo_61,61,0.432381808757782,positive
0,66,demo_174,174,0.41508352756500244,bad
0,67,demo_134,134,0.4122036397457123,bad
0,68,demo_11,11,0.40398481488227844,positive
0,69,demo_142,142,0.39638015627861023,bad
0,70,demo_78,78,0.38970017433166504,bad
0,71,demo_41,41,0.38957157731056213,positive
0,72,demo_18,18,0.38769155740737915,bad
0,73,demo_170,170,0.37951117753982544,bad
0,74,demo_154,154,0.37870797514915466,bad
0,75,demo_70,70,0.3670204281806946,bad
0,76,demo_94,94,0.3650148808956146,bad
0,77,demo_66,66,0.3582318425178528,bad
0,78,demo_96,96,0.35056638717651367,bad
0,79,demo_6,6,0.3503415882587433,bad
0,80,demo_2,2,0.335053026676178,bad
0,81,demo_122,122,0.32478058338165283,bad
0,82,demo_48,48,0.3246290683746338,bad
0,83,demo_0,0,0.3224230706691742,bad
0,84,demo_194,194,0.3090803921222687,bad
0,85,demo_62,62,0.305911660194397,bad
0,86,demo_72,72,0.3040173649787903,bad
0,87,demo_58,58,0.3008754849433899,bad
0,88,demo_14,14,0.29874709248542786,bad
0,89,demo_178,178,0.2951199412345886,bad
0,90,demo_166,166,0.2910865843296051,bad
0,91,demo_64,64,0.268411785364151,bad
0,92,demo_150,150,0.26653677225112915,bad
0,93,demo_130,130,0.2569756805896759,bad
0,94,demo_12,12,0.25145718455314636,bad
0,95,demo_148,148,0.2395491749048233,bad
0,96,demo_46,46,0.23333394527435303,bad
0,97,demo_8,8,0.2244536280632019,bad
0,98,demo_146,146,0.21375931799411774,bad
0,99,demo_126,126,0.21312174201011658,bad
0,100,demo_74,74,0.20227758586406708,bad
0,101,demo_84,84,0.19709806144237518,bad
0,102,demo_192,192,0.19574452936649323,bad
0,103,demo_56,56,0.19061334431171417,bad
0,104,demo_20,20,0.1837349385023117,bad
0,105,demo_30,30,0.13490137457847595,bad
0,106,demo_112,112,0.12233973294496536,bad
0,107,demo_196,196,0.12066533416509628,bad
0,108,demo_168,168,0.10536467283964157,bad
0,109,demo_114,114,0.10094588994979858,bad
0,110,demo_116,116,0.0546838715672493,bad
0,111,demo_16,16,0.04918505251407623,bad
0,112,demo_76,76,0.045491259545087814,bad
0,113,demo_26,26,0.043689072132110596,bad
0,114,demo_100,100,0.037218429148197174,bad
0,115,demo_128,128,0.031667061150074005,bad
0,116,demo_162,162,0.03096058778464794,bad
0,117,demo_120,120,0.026871956884860992,bad
0,118,demo_140,140,0.02155189774930477,bad
0,119,demo_24,24,0.01611950621008873,bad
0,120,demo_50,50,0.003062866162508726,bad
