rank,demo_id,hidden_label,score
1,demo_0,bad,0.5532775521278381
2,demo_2,bad,0.4881476163864136
3,demo_10,bad,0.24481311440467834
4,demo_12,bad,0.20830132067203522
5,demo_13,positive,0.7600343823432922
6,demo_14,bad,0.14966236054897308
7,demo_16,bad,0.2204003781080246
8,demo_17,positive,0.7193455100059509
9,demo_18,bad,0.7951595783233643
10,demo_19,positive,0.9856049418449402
11,demo_20,bad,0.36136355996131897
12,demo_22,bad,0.27910828590393066
13,demo_24,bad,0.04091116786003113
14,demo_25,positive,0.6024645566940308
15,demo_26,bad,0.052558783441782
16,demo_27,positive,0.46011659502983093
17,demo_30,bad,0.007682946976274252
18,demo_31,positive,0.42035993933677673
19,demo_32,bad,0.12880590558052063
20,demo_36,bad,0.1808798760175705
21,demo_37,positive,0.8034111261367798
22,demo_40,bad,0.35070422291755676
23,demo_42,bad,0.33988824486732483
24,demo_43,positive,0.8376815915107727
25,demo_48,bad,0.012846210971474648
26,demo_49,positive,0.46693289279937744
27,demo_50,bad,0.20826710760593414
28,demo_51,positive,0.6263554692268372
29,demo_54,bad,0.8626996278762817
30,demo_55,positive,0.975629448890686
31,demo_56,bad,0.36066964268684387
32,demo_58,bad,0.8555653095245361
33,demo_60,bad,0.2051541805267334
34,demo_61,positive,0.6161876916885376
35,demo_62,bad,0.9028913378715515
36,demo_63,positive,0.994364857673645
37,demo_64,bad,0.01193851325660944
38,demo_65,positive,0.4439180791378021
39,demo_66,bad,0.019761083647608757
40,demo_68,bad,0.18717220425605774
41,demo_70,bad,0.9069656729698181
42,demo_71,positive,0.9897923469543457
43,demo_73,positive,0.4907347857952118
44,demo_74,bad,0.03851986303925514
45,demo_75,positive,0.4843571186065674
46,demo_76,bad,0.5574100017547607
47,demo_78,bad,0.601904034614563
48,demo_79,positive,0.8729002475738525
49,demo_82,bad,0.31806305050849915
50,demo_84,bad,0.04271179810166359
51,demo_85,positive,0.5008977055549622
52,demo_86,bad,0.8040698766708374
53,demo_90,bad,0.914309024810791
54,demo_91,positive,0.9852179884910583
55,demo_92,bad,0.9259961247444153
56,demo_94,bad,0.7226114273071289
57,demo_95,positive,0.9159332513809204
58,demo_96,bad,0.7778738737106323
59,demo_100,bad,0.36461833119392395
60,demo_101,positive,0.868806004524231
61,demo_102,bad,0.10124479234218597
62,demo_103,positive,0.5624508261680603
63,demo_106,bad,0.8258910179138184
64,demo_108,bad,0.009133956395089626
65,demo_110,bad,0.7429062724113464
66,demo_114,bad,0.02956676110625267
67,demo_116,bad,0.005309556145220995
68,demo_117,positive,0.46033427119255066
69,demo_118,bad,0.4061366021633148
70,demo_119,positive,0.8614991307258606
71,demo_122,bad,0.011660168878734112
72,demo_124,bad,0.7218391299247742
73,demo_126,bad,0.3095715343952179
74,demo_127,positive,0.7438068389892578
75,demo_128,bad,0.3098006248474121
76,demo_129,positive,0.7368446588516235
77,demo_130,bad,0.2780802249908447
78,demo_132,bad,0.6374866962432861
79,demo_133,positive,0.981192946434021
80,demo_134,bad,0.20845745503902435
81,demo_136,bad,0.45714274048805237
82,demo_137,positive,0.8809501528739929
83,demo_138,bad,0.6178116798400879
84,demo_139,positive,0.9250113368034363
85,demo_140,bad,0.04527834430336952
86,demo_141,positive,0.5177412033081055
87,demo_142,bad,0.7407195568084717
88,demo_144,bad,0.5507185459136963
89,demo_145,positive,0.8840410113334656
90,demo_146,bad,0.12716500461101532
91,demo_148,bad,0.010686724446713924
92,demo_149,positive,0.4932057559490204
93,demo_150,bad,0.02938576228916645
94,demo_152,bad,0.06625200062990189
95,demo_153,positive,0.6426699757575989
96,demo_154,bad,0.05077444761991501
97,demo_155,positive,0.5781453251838684
98,demo_156,bad,0.2562862038612366
99,demo_158,bad,0.6557674407958984
100,demo_160,bad,0.1692267805337906
101,demo_162,bad,0.030828209593892097
102,demo_164,bad,0.4904344379901886
103,demo_165,positive,0.7712528705596924
104,demo_166,bad,0.08557116240262985
105,demo_168,bad,0.3669191598892212
106,demo_171,positive,0.5360256433486938
107,demo_173,positive,0.5876909494400024
108,demo_176,bad,0.10151783376932144
109,demo_178,bad,0.004168478772044182
110,demo_180,bad,0.017133891582489014
111,demo_182,bad,0.8263127207756042
112,demo_184,bad,0.9511069059371948
113,demo_186,bad,0.037766870111227036
114,demo_190,bad,0.7610780596733093
115,demo_191,positive,0.9496773481369019
116,demo_192,bad,0.12024339288473129
117,demo_194,bad,0.17008733749389648
118,demo_196,bad,0.14694711565971375
119,demo_197,positive,0.5848406553268433
120,demo_198,bad,0.29530462622642517
